publish_date,company_name,industry,industry_raw,recruit_types,recruit_type_raw,company_nature,company_nature_raw,target_raw,grade_min,grade_max,education,positions,cities,notice_url,apply_url,deadline,deadline_date,remark
2026-08-19,平安银行青岛分行,金融,金融业,秋招,秋招,央国企,银行,26届-27届,26,27,本科,"青岛分行培训生,青岛分行运营培训生,青岛分行公司业务培训生,青岛分行零售业务培训生",青岛,https://mp.weixin.qq.com/s/5ZXk7Jb5Gr6iU9ASzqT5ZA?scene=1&click_id=308985674,https://wetalent.pingan.com/cb3685e9c6163b7cb82ea4352291031e/campus/search?from=home&tab=city,招满即止,,
2026-08-19,华山金科,机械/制造/汽车,机械/制造业,秋招,秋招,民企,民企,27届,27,27,硕士,"材料工程师,信息化工程师。材料工程,材料加工工程,材料学,计算机技术,计算机科学与技术,网络与信息安全",西安,https://mp.weixin.qq.com/s/u8FSbhVnrxesfFCwApj2BQ,https://www.iguopin.com/company/jobs?id=86586576523505404,招满即止,,
2026-08-19,美芯晟科技,电子/半导体/通信,通信/电子/半导体,秋招,秋招,民企,民企,27届,27,27,硕士,"模拟设计工程师,数字设计工程师,数字验证工程师,嵌入式软件工程师,系统 AE 工程师,算法工程师,模拟版图设计工程师,FAE 工程师,微电子,集成电路,电子工程类,计算机,自动化","北京,上海,杭州,深圳,西安",https://mp.weixin.qq.com/s/Ys2piHVAF-fNNAUVB5jcvQ,https://xym.51job.com/wechat/vuectmjobs/#/index?id=51015421-9108-41AC-84C5-ECC1399ED812&color=31BE88&prd=yddzy,招满即止,,
2026-08-19,台达研发,能源/化工/环保,新能源,秋招,秋招,外企/合资,合资,27届,27,27,硕士,"机械结构工程师,热设计工程师,电力电子研发设计工程师,DSP控制算法工程师,磁平台研发工程师,电源嵌入式软件设计工程师,数据中心液冷设计工程师,机器人工程师（软件/硬件/机电）","上海,南京,杭州,武汉,重庆",https://mp.weixin.qq.com/s/U8PP6LwVef3FncadxkXw3A,https://v.wjx.cn/vm/teuLo5d.aspx,招满即止,,
2026-08-19,麦楷亚洲,咨询/财会/法律,咨询,秋招,秋招,外企/合资,合资,27届,27,27,本科,"财会相关专业,复合专业背景","北京,上海,广州,台湾省,香港,海外",https://mp.weixin.qq.com/s/4_gn_a9UR6wC6vngUliY9w,https://www.marcumasia.cn/join.php,招满即止,,
2026-08-19,山东省能源建筑设计院,建筑/地产,房地产业/建筑业,秋招,秋招,央国企,央国企,27届,27,27,本科,电仪专业设计人员,济南,https://mp.weixin.qq.com/s/NbX_3egROdOKSwdYxyH8Cw,http://gzw.shandong.gov.cn/articles/ch00223/202608/599b27b1-0779-4967-829e-187d086985e5.html?sessionid=,2026-08-26,2026-08-26,
2026-08-19,春风动力,能源/化工/环保,新能源,秋招,秋招,民企,民企,27届,27,27,本科,"零部件研发,发动机研发,整车评价,发动机实验,整车实验,电控软硬件开发,电池开发,电驱开发,电驱系统测试,应用软件工程师,linux工程师,OTA测试工程师,电器工程师,系统架构工程师,工艺技术,生产","上海,杭州,嘉兴,重庆,海外",https://mp.weixin.qq.com/s/0V0b67OuaHiHY_LYQZbWTw,https://cfmoto.zhiye.com/campus/jobs,招满即止,,
2026-08-19,安踏零售,消费品/零售/快消,快消零售,秋招,秋招,民企,民企,27届,27,27,本科,"零售岗,商品岗,新零售岗",全国,https://mp.weixin.qq.com/s/vPNgf574x5jyHzd0xu3j3g,https://app.mokahr.com/campus-recruitment/antahr/142914/#/jobs?2754810=&page=1&anchorName=jobsList,招满即止,,
2026-08-19,X-MOTORS,互联网/软件/游戏,IT/互联网/游戏,秋招,秋招,民企,民企,27届,27,27,本科,"海外人力,海外市场营销,海外运营,海外供应链,外籍管培生,海外商务",海外,https://mp.weixin.qq.com/s/1L2GOewiBWsQ3a-WlwWZuw,https://jizhicar.wjx.cn/vm/PxNae1G.aspx,招满即止,,
2026-08-19,深圳市国微电子有限公司,"电子/半导体/通信,机械/制造/汽车","通信/电子/半导体, 机械/制造业",秋招,秋招,民企,民企,27届,27,27,硕士,"模拟电路工程师,数字电路设计 / 验证工程师,管理培训生 (质量)","深圳,成都,海口",https://mp.weixin.qq.com/s/9_EmrGUwwa4iZOhiTmtMZQ,https://xiaoyuan.zhaopin.com/company/KA1486456670D90000005000?refcode=4444,招满即止,,
2026-08-19,平安银行南宁分行,金融,金融业,秋招,秋招,央国企,银行,26届-27届,26,27,本科,"南宁分行培训生,南宁分行运营培训生,南宁分行公司业务培训生,南宁分行零售业务培训生",南宁,https://mp.weixin.qq.com/s/RXPSGAaD1QNpEpFDB9YPfQ?scene=1&click_id=716388032,https://wetalent.pingan.com/cb3685e9c6163b7cb82ea4352291031e/campus/search?from=home&tab=city,招满即止,,
2026-08-19,救助儿童会,政府/事业单位/公共服务,机构/组织/政府,实习,实习,社会机构/公益组织,社会组织,27届-28届,27,28,本科,项目实习生：2名,成都,https://mp.weixin.qq.com/s/laXX0AXvph6ephm3q_hyUw,https://mp.weixin.qq.com/s/laXX0AXvph6ephm3q_hyUw,2026-08-23,2026-08-23,
2026-08-19,天津市救灾物资储备站,政府/事业单位/公共服务,机构/组织/政府,秋招,秋招,事业单位,事业单位,24届-26届,24,26,本科,"物资储运科（管理岗九级）,安全与捐赠科",天津,https://hrss.tj.gov.cn/jsdw/rsksw/tzgg4/202608/t20260817_7353259.html,http://tianjin.cptae.com:8129/tip/stdrg.do?method=queryExamAndNotice,2026-08-27,2026-08-27,
2026-08-19,麦肯锡中国区,咨询/财会/法律,财务/审计/税务,秋招,秋招,外企/合资,外企/合资,27届,27,27,本科,"商业分析师,暑期商业分析师","北京,上海,深圳,香港,台北",https://mp.weixin.qq.com/s/dLyrPU9TkJSa8Eq6U3N30w?scene=1&click_id=68853119,https://mp.weixin.qq.com/s/dLyrPU9TkJSa8Eq6U3N30w?scene=1&click_id=68853119,2026-08-23,2026-08-23,
2026-08-19,招商银行·招银网络科技,互联网/软件/游戏,IT/互联网/游戏,秋招,秋招,民企,银行,27届,27,27,本科,"后端开发工程师,前端开发工程师,算法工程师,测试技术开发工程师,运维研发工程师","深圳,杭州,成都,北京,上海,广州,天津,济南,青岛,苏州,厦门,重庆,西安,长沙,武汉,南京,合肥",https://mp.weixin.qq.com/s/kkmTw8nHb8uwYEbW_L1nPA?scene=1,https://cmbnt.cmbchina.com/pages/schoolRecruit/index.html,2026-09-20,2026-09-20,
2026-08-19,福斯达,"电子/半导体/通信,机械/制造/汽车","通信/电子/半导体, 机械/制造业",秋招,秋招,民企,民企,27届,27,27,本科,"管道工程师,结构工程师,电气工程师,总图工程师,贮槽工程师,仪表工程师,管材工程师,方案工程师,动静设备工程师,换热器工程师,化工流程设计工程师,空分流程设计工程师,销售工程师,施工工程师,项目工程师",杭州,https://mp.weixin.qq.com/s/aMweN-QYzxAjobD8GLDGPA?scene=1,https://mp.weixin.qq.com/s/aMweN-QYzxAjobD8GLDGPA?scene=1,招满即止,,
2026-08-19,惠科股份,"电子/半导体/通信,机械/制造/汽车","通信/电子/半导体, 机械/制造业",秋招,秋招,民企,民企,27届,27,27,本科,"AI类,机器人类,IT类,产品研发类,工程技术类,设备工艺类,生产制造类,市场营销类,品质类,经管类,厂务类,职能类","合肥,宜昌,深圳,东莞,北海",https://mp.weixin.qq.com/s/b3y28ResncW1UzVwBiCUHA,http://joinus.hkcqjy.com.cn/homeApp,招满即止,,
2026-08-19,西湖机器人,智能硬件/机器人,智能硬件,秋招,秋招,民企,民企,27届,27,27,硕士,"具身智能研究员,AI算法工程师,机器人运动控制工程师,大模型研究员,机器视觉工程师",杭州,https://mp.weixin.qq.com/s/-W4E3nDBSmkKKF0kmCkc1A?scene=1,https://mp.weixin.qq.com/s/-W4E3nDBSmkKKF0kmCkc1A?scene=1,招满即止,,
2026-08-19,明泰微电子,电子/半导体/通信,通信/电子/半导体,秋招,秋招,民企,民企,27届,27,27,本科,"储备生(自动化),储备生(机电一体化),储备生(应用电子),储备生(智能制造),储备生(电气自动化),储备生(工业机器人),管培生(机械制造及其自动化),管培生(电子信息),管培生(通信工程)","遂宁,内江",https://mp.weixin.qq.com/s/gJ2I9p-4LnaElc7reauPsQ?scene=1&click_id=608966899,https://mp.weixin.qq.com/s/gJ2I9p-4LnaElc7reauPsQ?scene=1&click_id=608966899,招满即止,,
2026-08-19,鹏新旭,电子/半导体/通信,通信/电子/半导体,秋招,秋招,民企,民企,27届,27,27,本科,"研发技培生(博士),制程整合工程师(TD),OPC工程师(TD),工艺工程师(TD),良率提升工程师(TD),工艺技培生(博士),制程整合工程师(OP),设备工程师,厂务工程师,工艺工程师(OP)",全国,https://mp.weixin.qq.com/s/uC9hcHa8Puag3buJBH5RWw,https://pensun.zhiye.com/campus/jobs,招满即止,,
2026-08-19,浦江农商银行,金融,金融业,秋招,秋招,央国企,银行,25届-26届,25,26,本科,综合柜员,金华,https://mp.weixin.qq.com/s/4vZwDKqlNeoQBwMDK4pbqw?scene=1,https://mp.weixin.qq.com/s/4vZwDKqlNeoQBwMDK4pbqw?scene=1,招满即止,,
2026-08-19,新浪微博,互联网/软件/游戏,IT/互联网/游戏,秋招,秋招,民企,民企,27届,27,27,本科,"产品管培生,商业管培生,运营管培生",北京,https://mp.weixin.qq.com/s/zVuipWssZLMWyoON1AUtdw,https://app.mokahr.com/m/campus-recruitment/sina/43536#/jobs?project0=100128287&project1=100120369&page=1&anchorName=jobsList,2026-09-18,2026-09-18,
2026-08-19,微博娱乐,互联网/软件/游戏,IT/互联网/游戏,秋招,秋招,民企,民企,27届,27,27,本科,"娱乐策略运营,娱乐商业运营,娱乐热点运营,微博电影运营,微博音乐演出运营,微博剧综运营,微博明星运营",北京,https://mp.weixin.qq.com/s/X_10Yut8GVa8LOvMYXndew,https://app.mokahr.com/campus-recruitment/sina/43536#/jobs,招满即止,,
2026-08-19,库洛游戏,互联网/软件/游戏,IT/互联网/游戏,秋招,秋招,民企,民企,27届,27,27,本科,"2D场景,3D角色,3D场景模型,UI设计师,分镜师,3D场景地编,游戏技术美术工程师,3D动作,3D特效,环境灯光师,音效设计师,CG概念设计师,游戏配乐师","广州,上海",https://mp.weixin.qq.com/s/tpaGYmF0MwiAPhI9olRiRA,https://kurogame.jobs.feishu.cn/campus/position/list?keywords=&category=&location=&project=7672254171546388774&type=&job_hot_flag=&current=1&limit=10&functionCategory=&tag=,招满即止,,
2026-08-19,能利芯科技,"电子/半导体/通信,机械/制造/汽车","通信/电子/半导体, 机械/制造业",秋招提前批,秋招提前批,民企,民企,27届,27,27,本科,"电源硬件工程师,磁设计工程师,嵌入式软件工程师,FAE技术支持工程师","上海,南京,深圳",https://mp.weixin.qq.com/s/xr3yFtYk8OTBmPsM-KuWAA,https://mp.weixin.qq.com/s/xr3yFtYk8OTBmPsM-KuWAA,招满即止,,
2026-08-19,赫富投资,金融,金融业,秋招,秋招,民企,民企,27届-28届,27,28,本科,"量化研究员,AI算法研究员,系统开发工程师",上海,https://mp.weixin.qq.com/s/_EanK-LHqPxcsI04MbQknw,https://careers.highfortfunds.com/campus,招满即止,,
2026-08-19,飞步科技,互联网/软件/游戏,IT/互联网/游戏,秋招,秋招,民企,民企,27届-28届,27,28,本科,"大模型算法工程师(多模态大模型/预训练/分布式训练/训练优化),感知融合算法工程师(多传感器融合/目标检测/点云处理/深度学习算法),标定算法工程师(多传感器标定/SLAM定位/坐标转换/算法开发)",杭州,https://mp.weixin.qq.com/s/OacwhCmC0nlTTypMKPe0eA?scene=1,https://app.mokahr.com/m/campus-recruitment/fabu/56114?sourceToken=023d55c9cf1f7e97fd0cdb74d147fbf5#/home,招满即止,,
2026-08-19,巨鲨医疗,医疗/生物医药,医疗/医药/生物,秋招,秋招,民企,民企,27届,27,27,本科,"AI架构师,AI算法工程师,AI模型工程师,软件开发工程师,机械开发工程师,硬件工程师,管理培训生,运动控制算法工程师","上海,南京,深圳",https://mp.weixin.qq.com/s/tx7k6CVhkicgjuSefpXO8w,https://jusha.zhiye.com/,招满即止,,
2026-08-19,星钥半导体,电子/半导体/通信,通信/电子/半导体,秋招,秋招,民企,民企,27届,27,27,本科,"器件研发工程师,外延工艺工程师,刻蚀工艺工程师,薄膜工艺工程师,PIE 工艺整合工程师,良率工程师,设备工程师,版图工程师,量测工程师,可靠性工程师,EHS 工程师,厂务工程师,采购工程师,质量工程师",苏州,https://mp.weixin.qq.com/s/7LK0KMW4AcPtdySyPLvpfg?scene=1&click_id=693028010,https://app.mokahr.com/m/campus-recruitment/starksemi/142996#/home,招满即止,,
2026-08-19,中国快递协会,交通运输/物流,快递协会,秋招,秋招,事业单位,事业单位,26届,26,26,本科,外联专员,北京,https://qnrc.newjobs.com.cn/articleDetail?id=1dfaa897fc6005e06d89c4dfe9775a20,https://qnrc.newjobs.com.cn/articleDetail?id=1dfaa897fc6005e06d89c4dfe9775a20,2026-08-31,2026-08-31,
2026-08-19,比亚迪,能源/化工/环保,新能源,春招补招,春招补招,民企,民企,26届,26,26,本科,"工艺开发工程师,工艺整合工程师,设备工程师,工艺工程师,机电工程师,水气化工程师,现场工程师,计划专员,AMHS工程师,品质工程师",成都,https://mp.weixin.qq.com/s/inmVhUm0CeU5VrOiNmLrNA,https://mp.weixin.qq.com/s/inmVhUm0CeU5VrOiNmLrNA,招满即止,,
2026-08-19,完美世界,互联网/软件/游戏,IT/互联网/游戏,秋招,秋招,民企,民企,27届,27,27,本科,"美术类,程序类,策划类,发行运营类,综合类","北京,上海,苏州",https://mp.weixin.qq.com/s/XrYBYyFxtU1MdgzD03h3rw,https://app.mokahr.com/campus-recruitment/pwrd/172467?locale=zh-CN#/jobs,招满即止,,
